0.0	0.0
0.004134969	2.81087123
0.006134969	3.10877193
0.007668712	3.196992481
0.010202454	3.245112782
0.024539877	3.393483709
0.032208589	3.445614035
0.044478528	3.521804511
0.059815951	3.581954887
0.081288344	3.610025063
0.098159509	3.618045113
0.116564417	3.626065163
0.147239264	3.634085213
0.170245399	3.654135338
0.260736196	3.690225564
0.346625767	3.714285714
0.401840491	3.726315789
0.469325153	3.746365915
0.535276074	3.77443609
0.630368098	3.814536341
0.679447853	3.842606516
0.743865031	3.894736842
0.771472393	3.910776942
0.851226994	3.986967419
0.932515337	4.06716792
0.976993865	4.111278195
0.993865031	4.143358396
1.0	4.187468672
